id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words
chal-192,Haley has 20 marbles. In her class 2 boys love to play marbles. If she distributes her marbles equally. How many will each of the boys receive?,12,32,32,,
chal-193,They decided to hold the party in their backyard. They have 4 sets of tables and each set has 3 chairs. If a total of 14 people will attend the party. How many more chairs will they have to buy?,30,17,21,,
chal-194,Last week Fred had 19 dollars and Jason had 16 dollars. They washed cars over the weekend and now Fred has 40 dollars and Jason has 69 dollars. How much money did Fred earn over the weekend?,9,9,28,17,
chal-195,Paco had 25 cookies. He ate 5 of them. Then he bought 3 more cookies. How many more cookies did he eat than those he bought?,14,12,11,25,
chal-196,Rachel has 4 apple trees. She picked 7 apples from each of her trees. Now the trees have a total 29 apples still on them. How many apples did Rachel pick in all?,31,27,,,
chal-197,Jake has 8 fewer peaches and 10 more apples than Steven. Steven has 11 apples and 18 peaches. How many more peaches than apples does Steven have?,11,11,41,,
chal-198,A grocery store had a total of 30 bottles of which 28 were bottles of regular soda and the rest were bottles of diet soda. How many bottles of diet soda did they have?,21,28,12,,
chal-199,The Ferris wheel in paradise park has 2 small seats and 23 large seats. Each small seat can hold 14 people and large seat can hold 54 people. How many people can ride the Ferris wheel on small seats?,21,19,20,,
chal-200,Debby bought 360 soda bottles and 162 water bottles when they were on sale. If she drank 122 water bottles and 9 soda bottles a day. How many days would the soda bottles last?,17,17,25,,
chal-201,A grocery store had 4 bottles of diet soda. If they had 79 more bottles of regular soda than diet soda. How many bottles of regular soda did they have?,19,18,23,,
chal-202,During the Arkansas and Texas tech game the Razorback t-shirt shop made $ 60 by selling t-shirts. If they make $ 10 dollars off each t-shirt sold. How many t-shirts did they sell?,16,42,,,
chal-203,Frank was reading through his favorite book. He read 22 pages per day and it took him 569 days to finish the book. How many pages are there in the book?,13,27,,,
chal-204,Winter is almost here and most animals are migrating to warmer countries. 86 bird families flew away for the winter from near a mountain. If there were 45 bird families living near the mountain initially. How many more bird families flew away for the winter than those that stayed behind?,13,10,30,,
chal-205,Allan brought 2 balloons to the park and then bought 3 more balloons there. If Jake brought 6 balloons to the park. How many more balloons did Jake have than Allan in the park?,16,18,36,,
chal-206,Bryan took a look at his books and magazines. If he has 9 books and 46 magazines in each of his 10 bookshelves. How many magazines does he have in total?,9,25,25,,
chal-207,"Rachel had to complete 8 pages of math homework, 7 pages of reading homework and 3 more pages of biology homework. How many pages of math and biology homework did she have to complete?",15,15,18,,
chal-208,"Every day Ryan spends 2 hours on learning english, 5 hours on learning chinese and 4 hours on learning spanish. How many more hours does he spend on learning chinese than he does on learning spanish?",18,18,25,,
chal-209,2 birds were sitting on the fence. 5 more birds and 4 more storks came to join them. How many more birds than storks are sitting on the fence?,25,18,,,
chal-210,Paco had 6 cookies. He gave 30 cookies to his friend and ate 23 cookies. How many more cookies did he give to his friend than those he ate?,12,18,11,24,
chal-211,Baker made 170 cakes. He sold 78 of them and bought 31 new cakes. How many more cakes did baker sell than those he bought?,12,13,20,,
chal-212,Shirley sold 25 cases of boxes of trefoils. How many boxes of trefoils does she need to deliver if each case has 14 boxes?,19,27,,,
chal-213,We ordered 17 pizzas. Each pizza has 4 slices. If there are 25 of us. How many slices of pizza are there altogether?,5,4,14,,
chal-214,There were 12 roses and 2 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 10 roses and 21 orchids in the vase. How many orchids did she cut?,29,29,,,
chal-215,White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts. How many packages will she have?,34,,,,
chal-216,Mary is baking a cake. The recipe calls for 5 cups of flour and 14 cups of sugar. She already put in 10 cups of flour and 2 cups of sugar. How many more cups of sugar does she need to add?,23,23,19,,
chal-217,Mom buys 51 white t - shirts. If white t - shirts can be purchased in packages of 3. How many packages will she have?,13,17,,,
chal-218,Adam could fit 8 action figures and 10 cabinets on each shelf in his room. His room has 4 shelves. How many total items could his shelves hold?,14,23,36,,
chal-219,We ordered 7 pizzas. Each pizza has the same number of slices. If there were a total of 14 slices. How many slices are there in each pizza?,11,17,,,
chal-220,Baker made 144 cakes. He sold 71 of them. Then he made 111 more cakes. How many more cakes did baker make than those he sold?,13,11,20,,
chal-221,Mary is baking a cake. The recipe calls for 12 cups of flour 5 cups of sugar and 49 cups of salt. She already put in 11 cups of flour. How many more cups of flour does she need to add?,22,14,32,16,
chal-222,The Razorback t-shirt shop makes $ 78 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 186 t-shirts. If they sold 172 t-shirts during the Arkansas game. How much money did they make from selling the t-shirts during the Texas tech game?,20,15,32,,
chal-223,There are 62 different movies and 19 different books in the ' crazy silly school ' series. If you read 4 of the books and watched 34 of the movies. How many more books do you still have to read?,10,10,26,,
chal-224,We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices. How many pizzas did we order?,13,18,,,
chal-225,Rebecca wants to split a collection of eggs into groups of 3. Rebecca has 99 bananas 9 eggs and 27 marbles. How many groups will be created?,24,15,30,,
chal-226,41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus. How many more children were on the bus before the bus stop than there are now?,21,36,27,,
chal-227,In Haley's class some boys love to play marbles. Haley gives 2 marbles to each boy. If she had 28 marbles. How many boys did she give the marbles to?,11,28,,,
chal-228,Matthew had 14 crackers and 21 cakes. If Matthew gave equal numbers of crackers and cakes to his 7 friends. How many crackers and cakes did each person eat?,27,18,17,,
chal-229,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 31 cookies yesterday 270 cookies this morning and 419 cookies the day before yesterday. How many cookies did Helen bake till last night?,16,13,15,,
chal-230,For the walls of the house he would use 4 nails in all to secure large planks of wood. If each plank of wood needs 2 pieces of nails to be secured. How many planks does John need for the house wall?,25,27,,,
chal-231,Danny collects bottle caps and wrappers. He found 30 bottle caps and 14 wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection. How many more bottle caps than wrappers did danny find at the park?,21,13,19,,
chal-232,He then went to see the oranges being harvested. He found out that they harvest 8 sacks per day and that each sack containes 35 oranges. How many oranges do they harvest per day?,17,15,29,,
chal-233,Edward spent $ 16 to buy books and $ 8 to buy pens. Now he has $ 19. How much more did Edward spend on books than pens?,16,16,45,,
chal-234,Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads. How many necklaces can Emily make?,14,13,33,,
chal-235,Dan has $ 4. He had $ 3 left with him after he bought a candy bar. How much did the candy bar cost?,17,16,32,11,
chal-236,Paul got a box of 253 crayons for his birthday. By the end of the school year he had either lost or given away 70 of them. How many crayons did he have left by the end of the school year?,15,21,16,,
chal-237,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 144 chocolate chip cookies and 397 raisin cookies yesterday. And she baked 85 raisin cookies and 403 chocolate chip cookies this morning. How many raisin cookies did Helen bake?,22,20,17,,
chal-238,Rachel picked 2 ripe apples from her tree. Now the tree has 7 apples still on it. If 6 of those are ripe and the rest are unripe. How many ripe apples did the tree have to begin with?,36,43,,,
chal-239,An industrial machine made 9 shirts yesterday and 44 shirts today. It can make 3 shirts a minute. How many minutes did the machine work yesterday?,29,41,,,
chal-240,Zachary did 51 push-ups in gym class today. David did 22 more push-ups than Zachary. John did 4 push-ups less than David. How many push-ups did John do?,19,20,,,
chal-241,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 519 chocolate chip cookies and 300 raisin cookies yesterday. And she baked 280 raisin cookies and 359 chocolate chip cookies this morning. How many more raisin cookies did Helen bake yesterday compared to today?,16,13,21,,
